theta_deg,sum_db,diff_db
27.0000,-46.051174,-20.961567
27.2500,-46.154881,-20.304148
27.5000,-46.280983,-19.607864
27.7500,-46.426903,-18.884216
28.0000,-46.589806,-18.143703
28.2500,-46.763695,-17.395578
28.5000,-46.943382,-16.647659
28.7500,-47.121258,-15.906443
29.0000,-47.288818,-15.177194
29.2500,-47.436428,-14.464021
29.5000,-47.553658,-13.770126
29.7500,-47.629704,-13.097926
30.0000,-47.654495,-12.449174
30.2500,-47.618214,-11.825089
30.5000,-47.513596,-11.226463
30.7500,-47.336159,-10.653768
31.0000,-47.083534,-10.107212
31.2500,-46.757698,-9.586794
31.5000,-46.363335,-9.092349
31.7500,-45.907112,-8.623598
32.0000,-45.398453,-8.180209
32.2500,-44.847607,-7.761751
32.5000,-44.265232,-7.367763
32.7500,-43.661636,-6.997779
33.0000,-43.046402,-6.651277
33.2500,-42.428288,-6.327778
33.5000,-41.814697,-6.026767
33.7500,-41.212772,-5.747758
34.0000,-40.627247,-5.490274
34.2500,-40.063148,-5.253842
34.5000,-39.524014,-5.038019
34.7500,-39.012901,-4.842353
35.0000,-38.532299,-4.666434
35.2500,-38.083923,-4.509852
35.5000,-37.669659,-4.372202
35.7500,-37.290684,-4.253101
36.0000,-36.947998,-4.152163
36.2500,-36.642548,-4.069007
36.5000,-36.374985,-4.003252
36.7500,-36.146122,-3.954493
37.0000,-35.956215,-3.922329
37.2500,-35.805927,-3.906335
37.5000,-35.695641,-3.906035
37.7500,-35.625565,-3.920941
38.0000,-35.595757,-3.950512
38.2500,-35.606239,-3.994144
38.5000,-35.656517,-4.051160
38.7500,-35.746082,-4.120821
39.0000,-35.873417,-4.202288
39.2500,-36.036728,-4.294618
39.5000,-36.233078,-4.396753
39.7500,-36.458279,-4.507514
40.0000,-36.706417,-4.625582
40.2500,-36.969662,-4.749479
40.5000,-37.237366,-4.877594
40.7500,-37.495827,-5.008141
41.0000,-37.728409,-5.139185
41.2500,-37.914322,-5.268636
41.5000,-38.030628,-5.394279
41.7500,-38.052315,-5.513773
42.0000,-37.955696,-5.624688
42.2500,-37.720177,-5.724572
42.5000,-37.332619,-5.810963
42.7500,-36.788357,-5.881474
43.0000,-36.092812,-5.933845
43.2500,-35.260456,-5.966027
43.5000,-34.311775,-5.976231
43.7500,-33.270794,-5.963023
44.0000,-32.161728,-5.925351
44.2500,-31.007254,-5.862622
44.5000,-29.826834,-5.774691
44.7500,-28.636789,-5.661900
45.0000,-27.449810,-5.525046
45.2500,-26.275770,-5.365376
45.5000,-25.121878,-5.184499
45.7500,-23.993305,-4.984366
46.0000,-22.893669,-4.767188
46.2500,-21.825310,-4.535346
46.5000,-20.789635,-4.291354
46.7500,-19.787388,-4.037781
47.0000,-18.818762,-3.777177
47.2500,-17.883610,-3.512059
47.5000,-16.981558,-3.244852
47.7500,-16.112032,-2.977854
48.0000,-15.274316,-2.713221
48.2500,-14.467660,-2.452969
48.5000,-13.691217,-2.198963
48.7500,-12.944179,-1.952892
49.0000,-12.225694,-1.716312
49.2500,-11.534940,-1.490624
49.5000,-10.871106,-1.277112
49.7500,-10.233416,-1.076932
50.0000,-9.621057,-0.891113
50.2500,-9.033350,-0.720616
50.5000,-8.469552,-0.566299
50.7500,-7.929003,-0.428957
51.0000,-7.411036,-0.309326
51.2500,-6.915038,-0.208093
51.5000,-6.440417,-0.125919
51.7500,-5.986596,-0.063429
52.0000,-5.553030,-0.021249
52.2500,-5.139212,0.000000
52.5000,-4.744629,-0.000314
52.7500,-4.368824,-0.022853
53.0000,-4.011322,-0.068310
53.2500,-3.671712,-0.137426
53.5000,-3.349537,-0.231023
53.7500,-3.044434,-0.349975
54.0000,-2.756008,-0.495289
54.2500,-2.483873,-0.668088
54.5000,-2.227697,-0.869622
54.7500,-1.987122,-1.101361
55.0000,-1.761828,-1.364973
55.2500,-1.551488,-1.662414
55.5000,-1.355812,-1.995947
55.7500,-1.174492,-2.368288
56.0000,-1.007247,-2.782642
56.2500,-0.853803,-3.242876
56.5000,-0.713898,-3.753686
56.7500,-0.587269,-4.320879
57.0000,-0.473672,-4.951688
57.2500,-0.372857,-5.655356
57.5000,-0.284598,-6.443773
57.7500,-0.208667,-7.332774
58.0000,-0.144841,-8.343942
58.2500,-0.092906,-9.507868
58.5000,-0.052654,-10.869703
58.7500,-0.023883,-12.500468
59.0000,-0.006396,-14.520870
59.2500,0.000000,-17.163246
59.5000,-0.004512,-20.971508
59.7500,-0.019743,-27.860657
60.0000,-0.045519,-41.810562
60.2500,-0.081667,-25.012802
60.5000,-0.128018,-19.700510
60.7500,-0.184404,-16.475063
